"臓器","分類","カテゴリ","サブカテゴリ","疾患","UID","H28対応項目","修正案(20220318)","コメント(20220318)","重要(20220318)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"内分泌・栄養・代謝系","疾患・病態","副腎皮質・髄質疾患","","Cushing 症候群","JlvnmLc","D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","副腎皮質・髄質疾患","","アルドステロン過剰症","JlvnmLg","D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","副腎皮質・髄質疾患","","原発性アルドステロン症","JlvnmLo","D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","副腎皮質・髄質疾患","","副腎不全(急性・慢性（Addison 病）)","JlvnmLs","D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","","1型糖尿病","JlvnmL0","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","","2型糖尿病","JlvnmL8","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","糖尿病の急性期合併症","糖尿病ケトアシドーシス","JlvnmMA","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","糖尿病の急性期合併症","高血糖高浸透圧症候群","JlvnmMI","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","糖尿病の急性期合併症","乳酸アシドーシス","JlvnmMM","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","糖尿病の慢性合併症","網膜症","JlvnmMU","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","糖尿病の慢性合併症","腎症","JlvnmMY","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","糖尿病の慢性合併症","神経障害","JlvnmMg","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","","足病変","JlvnmMk","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常","","低血糖症","JlvnmMs","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","脂質代謝異常","","脂質異常症","JlvnmMw","D-12-04-06-01,D-12-04-06-02","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","脂質代謝異常","","肥満症","JlvnmM4","D-12-04-06-01,D-12-04-06-02","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","ビタミン・核酸・その他の代謝異常","","ビタミン欠乏症","JlvnmNA","D-12-04-07-01,D-12-04-07-02,D-12-04-08-01,D-12-04-09-01,D-12-04-09-02,D-12-04-09-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","ビタミン・核酸・その他の代謝異常","","高尿酸血症・痛風","JlvnmNE","D-12-04-07-01,D-12-04-07-02,D-12-04-08-01,D-12-04-09-01,D-12-04-09-02,D-12-04-09-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","ビタミン・核酸・その他の代謝異常","","全身性アミロイドーシス","JlvnmNM","D-12-04-07-01,D-12-04-07-02,D-12-04-08-01,D-12-04-09-01,D-12-04-09-02,D-12-04-09-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","小児疾患","","成長ホルモン分泌不全型低身長","JlvnmNQ","D-12-04-01-05, D-12-04-04-04","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","小児疾患","","先天性副腎皮質過形成","JlvnmNY","D-12-04-01-05, D-12-04-04-04","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","腫瘍性疾患","","※腫瘍の項目を参照","JlvnmNc","D-12-04-10-01,D-12-04-10-02,D-12-04-10-03","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","屈折異常（近視・遠視・乱視）と調節障害","JlvnmNk","D-13-04-01-01","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","結膜炎・角膜炎・眼瞼炎","JlvnmNs","D-13-04-01-02","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","麦粒腫・霰粒腫","JlvnmNw","","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","白内障","JlvnmN4","D-13-04-01-03","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","緑内障","JlvnmN8","D-13-04-01-04","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","裂孔原性網膜剥離","JlvnmOE","D-13-04-01-05","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","加齢黄斑変性・網膜色素変性","JlvnmOI","","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","糖尿病・高血圧による眼底変化（糖尿病網膜症など）","JlvnmOQ","D-13-04-01-06","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","ぶどう膜炎","JlvnmOY","D-13-04-01-07","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","視神経炎（症）・うっ血乳頭","JlvnmOc","D-13-04-01-08","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","化学損傷（アルカリ・酸）","JlvnmOk","D-13-04-01-09","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","網膜静脈閉塞症と動脈閉塞症","JlvnmOo","D-13-04-01-10","","","","","","","","","",""
"眼・視覚系","疾患・病態","","","腫瘍性疾患　※腫瘍の項目を参照","JlvnmOw","D-13-04-02-01","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","中耳炎（急性・慢性・滲出性・真珠腫性）","JlvnmO0","D-14-04-01-01","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","外耳炎","JlvnmO8","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","耳せつ","JlvnmPA","","","割愛候補：たまたま外耳道にできた癤であり、病態としての独立性に乏しい。低頻度であり、割愛が望ましいが、外耳炎の合併症（重症型）なので外耳炎と併記でも可。生坂","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","難聴（騒音性・薬剤性・突発性・老人性）","JlvnmPI","D-14-04-01-02","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","乳幼児の難聴","JlvnmPM","D-14-04-01-02","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","めまい（末梢性・中枢性）","JlvnmPU","D-14-04-01-03","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","動揺病","JlvnmPc","D-14-04-01-03","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","良性発作性頭位眩暈症","JlvnmPg","D-14-04-01-04","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","Ménière病","JlvnmPo","D-14-04-01-04","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","前庭神経炎","JlvnmPs","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","鼻出血","JlvnmP0","D-14-04-01-05","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","副鼻腔炎（急性・慢性）","JlvnmP4","D-14-04-01-06","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","アレルギー性鼻炎","JlvnmQA","D-14-04-01-07","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","鼻咽喉頭の炎症性疾患","鼻炎","JlvnmQI","D-14-04-01-08","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","鼻咽喉頭の炎症性疾患","扁桃炎","JlvnmQM","D-14-04-01-08","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","鼻咽喉頭の炎症性疾患","咽頭炎","JlvnmQU","D-14-04-01-08","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","鼻咽喉頭の炎症性疾患","喉頭炎","JlvnmQY","D-14-04-01-08","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","鼻咽喉頭の炎症性疾患","喉頭蓋炎","JlvnmQg","D-14-04-01-08","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","鼻咽喉頭の炎症性疾患","扁桃周囲炎","JlvnmQk","D-14-04-01-08","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","鼻咽喉頭の炎症性疾患","膿瘍","JlvnmQs","D-14-04-01-08","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","う蝕","JlvnmQw","D-14-04-01-09","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","歯周病等の歯科疾患（全身への影響や口腔機能管理を含めて）","JlvnmQ4","D-14-04-01-09","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","口角炎","JlvnmQ8","D-14-04-01-10","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","口内炎","JlvnmRE","D-14-04-01-10","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","舌炎","JlvnmRM","D-14-04-01-10","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","鵞口瘡","JlvnmRQ","D-14-04-01-10","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","白板症など","JlvnmRY","D-14-04-01-10","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","外耳道・鼻腔・咽頭・喉頭・気管・食道の代表的な異物","JlvnmRc","D-14-04-01-11","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","唾液腺疾患","急性唾液腺炎","JlvnmRk","D-14-04-01-12","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","唾液腺疾患","唾石症","JlvnmRo","D-14-04-01-12","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","唾液腺疾患","Sjogren症候群","JlvnmRw","D-14-04-01-12","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","唾液腺疾患","Mikulicz病","JlvnmR0","D-14-04-01-12","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","顎関節症","JlvnmR8","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","耳鼻・咽頭・口腔系の外傷・損傷","鼻骨骨折","JlvnmSA","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","耳鼻・咽頭・口腔系の外傷・損傷","吹き抜け骨折","JlvnmSI","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","耳鼻・咽頭・口腔系の外傷・損傷","耳介血腫","JlvnmSQ","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","耳鼻・咽頭・口腔系の外傷・損傷","鼓膜損傷など","JlvnmSU","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","先天異常","唇裂","JlvnmSc","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","先天異常","口蓋裂など","JlvnmSg","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","口蓋扁桃肥大症","JlvnmSo","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","咽頭扁桃（アデノイド）増殖症","JlvnmSs","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","","声帯ポリープ","JlvnmS0","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","頭頸部疾患","頸部リンパ節炎","JlvnmS4","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","頭頸部疾患","頸部膿瘍","JlvnmTA","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","","頭頸部疾患","頸部リンパ節転移など","JlvnmTI","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","腫瘍性疾患","","※腫瘍の項目を参照","JlvnmTM","D-14-04-02-01, D-14-04-02-02","","","","","","","","","",""
"精神系","疾患・病態","","","認知症　※神経系の項目を参照","JlvnmTU","D-15-03-na-02","","","","","","","","","",""
"精神系","疾患・病態","","","症状性精神病","JlvnmTY","D-15-03-na-01","","","","","","","","","",""
"精神系","疾患・病態","","","依存症（薬物使用","JlvnmTg","D-15-03-na-03","","","","","","","","","",""
"精神系","疾患・病態","","","アルコール","JlvnmTk","D-15-03-na-03","","","","","","","","","",""
"精神系","疾患・病態","","","ギャンブル）","JlvnmTs","D-15-03-na-03","","","","","","","","","",""
"精神系","疾患・病態","","","うつ病","JlvnmT0","D-15-03-na-05, D-15-03-na-06","","","","","","","","","",""
"精神系","疾患・病態","","","双極性障害（躁うつ病）","JlvnmT4","D-15-03-na-05, D-15-03-na-06","","","","","","","","","",""
"精神系","疾患・病態","","","統合失調症","JlvnmUA","D-15-03-na-04","","","","","","","","","",""
"精神系","疾患・病態","","","強迫性障害","JlvnmUE","","","","","","","","","","",""
"精神系","疾患・病態","","","不安障害（パニック障害・社交不安障害）","JlvnmUM","D-15-03-na-07","","","","","","","","","",""
"精神系","疾患・病態","","","解離性障害","JlvnmUQ","D-15-03-na-09","","","","","","","","","",""
"精神系","疾患・病態","","","身体表現性障害（身体化障害・疼痛性障害・心気症）","JlvnmUY","D-15-03-na-07, D-15-03-na-08","","DSM5では身体症状症としてまとめられている。生坂","","","","","","","",""
"精神系","疾患・病態","","","心身症","JlvnmUc","D-15-03-na-07, D-15-03-na-08","","","","","","","","","",""
"精神系","疾患・病態","","ストレス関連障害","急性ストレス障害","JlvnmUk","D-15-03-na-07, D-15-03-na-08","","","","","","","","","",""
"精神系","疾患・病態","","ストレス関連障害","心的外傷後ストレス障害","JlvnmUo","D-15-03-na-07, D-15-03-na-08","","","","","","","","","",""
"精神系","疾患・病態","","","過換気症候群","JlvnmUw","D-15-03-na-07, D-15-03-na-08","","","","","","","","","",""
"精神系","疾患・病態","","","摂食障害（神経性食思不振症・神経性過食症）","JlvnmU0","D-15-03-na-08","","","","","","","","","",""
"精神系","疾患・病態","","","パーソナリティ障害","JlvnmU8","D-15-03-na-10","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","強直性脊椎炎","JlvnmVE","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","反応性関節炎","JlvnmVI","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","乾癬性関節炎","JlvnmVQ","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","掌蹠膿疱症性関節炎","JlvnmVU","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","結晶誘発性関節炎","JlvnmVc","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","変形性関節症","JlvnmVg","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","リウマチ性多発筋痛症","JlvnmVo","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","線維筋痛症","JlvnmVs","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","IgG4関連疾患","JlvnmV0","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","再発性多発軟骨炎","JlvnmV8","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","","リウマチ熱","JlvnmWA","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","巨細胞性動脈炎","JlvnmWI","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","高安動脈炎","JlvnmWM","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","結節性多発動脈炎","JlvnmWU","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","顕微鏡的多発血管炎","JlvnmWY","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","多発血管炎性肉芽腫症","JlvnmWg","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","好酸球性多発血管炎性肉芽腫症","JlvnmWk","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","IgA血管炎","JlvnmWs","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","川崎病","JlvnmW0","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","悪性関節リウマチ","JlvnmW4","E-04-03-05-01","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","","抗GBM病","JlvnmXA","E-04-03-05-01","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","髄膜脳炎","JlvnmXE","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","咽頭炎","JlvnmXM","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","中耳炎","JlvnmXQ","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","血流感染・感染性心内膜炎","JlvnmXY","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","肺炎","JlvnmXc","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","腹腔内感染","JlvnmXk","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","膀胱炎・腎盂腎炎","JlvnmXo","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","皮膚軟部組織感染","JlvnmXw","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","","関節炎","JlvnmX0","E-02-01-na-02","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","","血管内留置カテーテル関連感染","JlvnmX4","E-02-01-na-02,E-02-01-na-03","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","","尿路カテーテル感染","JlvnmX8","E-02-01-na-02,E-02-01-na-03","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","","医療関連肺炎・人工呼吸器関連肺炎","JlvnmYE","E-02-01-na-02,E-02-01-na-03","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","","手術部位感染","JlvnmYI","E-02-01-na-02,E-02-01-na-03","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","","クロストリディオイデス・ディフィシル感染","JlvnmYQ","E-02-01-na-02,E-02-01-na-03","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","","糖尿病","JlvnmYU","E-02-01-na-06","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","","腎臓病","JlvnmYc","E-02-01-na-06","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","","肝臓病","JlvnmYg","E-02-01-na-06","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","","がん・血液疾患","JlvnmYo","E-02-01-na-06","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","","好中球減少","JlvnmYs","E-02-01-na-06","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","","免疫抑制薬使用中","JlvnmY0","E-02-01-na-06","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","","HIV・AIDS","JlvnmY8","E-02-01-na-06","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","","臓器移植","JlvnmZA","E-02-01-na-06","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","麻疹","JlvnmZI","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","風疹","JlvnmZM","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","ムンプス","JlvnmZU","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","水痘","JlvnmZY","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","B型肝炎","JlvnmZg","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","インフルエンザ菌","JlvnmZk","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","肺炎球菌","JlvnmZs","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","破傷風ジフテリア","JlvnmZ0","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","インフルエンザ","JlvnmZ4","E-02-02-na-07","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","","新型コロナウイルス","JlvnmaA","E-02-02-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","急性白血病","JlvnmaE","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","慢性骨髄性白血病","JlvnmaM","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","骨髄異形成症候群","JlvnmaQ","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","成人T細胞白血病","JlvnmaY","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","真性赤血球増加症","Jlvnmac","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","本態性血小板血症","Jlvnmak","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","骨髄線維症","Jlvnmao","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","悪性リンパ腫","Jlvnmas","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","","多発性骨髄腫","Jlvnmaw","E-03-05-na-01","","","","","","","","","",""
"腫瘍","疾患・病態","神経系","","膠芽腫","Jlvnma4","E-03-05-na-02","","","","","","","","","",""
"腫瘍","疾患・病態","神経系","","髄膜腫","Jlvnma8","E-03-05-na-02","","","","","","","","","",""
"腫瘍","疾患・病態","神経系","","神経鞘腫","JlvnmbE","E-03-05-na-02","","","","","","","","","",""
"腫瘍","疾患・病態","神経系","","転移性脳腫瘍","JlvnmbI","E-03-05-na-02","","","","","","","","","",""
"腫瘍","疾患・病態","皮膚系","","基底細胞癌","JlvnmbQ","E-03-05-na-03","","","","","","","","","",""
"腫瘍","疾患・病態","皮膚系","","有棘細胞癌","JlvnmbU","E-03-05-na-03","","","","","","","","","",""
"腫瘍","疾患・病態","皮膚系","","悪性黒色腫","Jlvnmbc","E-03-05-na-03","","","","","","","","","",""
"腫瘍","疾患・病態","皮膚系","","リンパ腫","Jlvnmbg","E-03-05-na-03","","","","","","","","","",""
"腫瘍","疾患・病態","運動器（筋骨格）系","骨軟部腫瘍","骨肉腫","Jlvnmbo","E-03-05-na-04","","","","","","","","","",""
"腫瘍","疾患・病態","運動器（筋骨格）系","","軟骨肉腫","Jlvnmbs","E-03-05-na-04","","","","","","","","","",""
"腫瘍","疾患・病態","運動器（筋骨格）系","","Ewing肉腫","Jlvnmb0","E-03-05-na-04","","","","","","","","","",""
"腫瘍","疾患・病態","運動器（筋骨格）系","","転移性脊椎腫瘍","Jlvnmb8","E-03-05-na-04","","","","","","","","","",""
"腫瘍","疾患・病態","循環器系","","粘液腫","JlvnmcA","E-03-05-na-05","","","","","","","","","",""
"腫瘍","疾患・病態","呼吸器系","","肺癌","JlvnmcI","E-03-05-na-06","","","","","","","","","",""
"腫瘍","疾患・病態","呼吸器系","","胸膜中皮腫","JlvnmcM","E-03-05-na-06","","","","","","","","","",""
"腫瘍","疾患・病態","呼吸器系","","転移性肺腫瘍","JlvnmcU","E-03-05-na-06","","","","","","","","","",""
"腫瘍","疾患・病態","呼吸器系","","縦隔腫瘍","JlvnmcY","E-03-05-na-06","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","食道癌","Jlvnmcg","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","胃癌","Jlvnmco","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","大腸ポリープ","Jlvnmcs","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","大腸癌","Jlvnmc0","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","胆嚢・胆管癌","Jlvnmc4","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","原発性肝癌","JlvnmdA","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","膵神経内分泌腫瘍","JlvnmdE","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","嚢胞性膵腫瘍","JlvnmdM","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","","膵癌","JlvnmdQ","E-03-05-na-07","","","","","","","","","",""
"腫瘍","疾患・病態","腎・尿路系","","腎癌","JlvnmdY","E-03-05-na-08","","","","","","","","","",""
"腫瘍","疾患・病態","腎・尿路系","","腎盂尿管癌・膀胱癌","Jlvnmdg","E-03-05-na-08","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","","前立腺癌","Jlvnmdk","E-03-05-na-09","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","","精巣腫瘍","Jlvnmds","E-03-05-na-09","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","","子宮頸癌","Jlvnmdw","E-03-05-na-09","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","","子宮体癌（子宮内膜癌）","Jlvnmd4","E-03-05-na-09","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","","卵巣腫瘍","JlvnmeA","E-03-05-na-09","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","絨毛性疾患","胞状奇胎","JlvnmeE","E-03-05-na-09","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","","絨毛癌","JlvnmeM","E-03-05-na-09","","","","","","","","","",""
"腫瘍","疾患・病態","乳房","","原発性乳癌","JlvnmeQ","E-03-05-na-10","","","","","","","","","",""
"腫瘍","疾患・病態","乳房","","線維腺腫","JlvnmeY","E-03-05-na-10","","","","","","","","","",""
"腫瘍","疾患・病態","乳房","","乳腺症","Jlvnmec","E-03-05-na-10","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","","下垂体腫瘍","Jlvnmek","E-03-05-na-11","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","甲状腺腫瘍","腺腫様甲状腺腫","Jlvnmeo","E-03-05-na-11","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","","甲状腺癌","Jlvnmew","E-03-05-na-11","","","","","","","","","",""
